# value_kind: latency_ms,latency_std_ms=measured(CUDA event); read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct=derived; rest=metadata
model,device,layer_type,seq_len,batch_size,sm_count,sm_ratio_pct,prefill_chunk_tokens,n_kernel_calls,n_chunks,n_blocks_per_call,cooperative_safe,latency_ms,latency_std_ms,read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct,state_passing_active,status
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,32,81,75.0,512,8,8,1536,False,9.703936100006104,0.00430256283769555,945816704,805306368,180.455,2039.0,8.85,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,32,94,87.04,512,8,8,1536,False,9.127424240112305,0.29164747103401234,945816704,805306368,191.853,2039.0,9.409,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,4096,32,108,100.0,512,8,8,1536,False,8.75161600112915,0.008098453747691735,945816704,805306368,200.091,2039.0,9.813,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,1,14,12.96,512,16,16,48,False,7.999488115310669,0.022014355493413792,59115776,50331648,13.682,2039.0,0.671,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,1,27,25.0,512,16,16,48,False,7.940096139907837,0.07375759359979563,59115776,50331648,13.784,2039.0,0.676,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,1,40,37.04,512,16,16,48,False,7.966720104217529,0.032020676188896154,59115776,50331648,13.738,2039.0,0.674,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,1,54,50.0,512,16,16,48,True,7.990783929824829,0.0331279435845064,59115776,50331648,13.697,2039.0,0.672,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,1,68,62.96,512,16,16,48,True,7.9728639125823975,0.024108132037315055,59115776,50331648,13.727,2039.0,0.673,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,1,81,75.0,512,16,16,48,True,8.020992279052734,0.02410721474006062,59115776,50331648,13.645,2039.0,0.669,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,1,94,87.04,512,16,16,48,True,7.952383995056152,0.03538095315253027,59115776,50331648,13.763,2039.0,0.675,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,1,108,100.0,512,16,16,48,True,7.928319931030273,0.01683328566580583,59115776,50331648,13.805,2039.0,0.677,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,4,14,12.96,512,16,16,192,False,11.240447998046875,0.00745020357898908,236456192,201326592,38.947,2039.0,1.91,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,4,27,25.0,512,16,16,192,False,8.133632183074951,0.021797503769367146,236456192,201326592,53.824,2039.0,2.64,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,4,40,37.04,512,16,16,192,False,8.040960311889648,0.03006088627479321,236456192,201326592,54.444,2039.0,2.67,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,4,54,50.0,512,16,16,192,False,8.01740837097168,0.024841056379027664,236456192,201326592,54.604,2039.0,2.678,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,4,68,62.96,512,16,16,192,False,8.036864280700684,0.033013307679488714,236456192,201326592,54.472,2039.0,2.671,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,4,81,75.0,512,16,16,192,False,8.056320190429688,0.026886037437424303,236456192,201326592,54.34,2039.0,2.665,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,4,94,87.04,512,16,16,192,False,7.965184211730957,0.03576084395566884,236456192,201326592,54.962,2039.0,2.696,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,4,108,100.0,512,16,16,192,False,7.988735914230347,0.022231595239720795,236456192,201326592,54.8,2039.0,2.688,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,8,14,12.96,512,16,16,384,False,21.63711929321289,0.08227751576549525,472910080,402653184,40.466,2039.0,1.985,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,8192,8,27,25.0,512,16,16,384,False,11.388927936553955,0.013891867731469025,472910080,402653184,76.878,2039.0,3.77,True,ok
